Maker,Model,Number of Cylinders,Engine Type,Engine Horse Power,Engine Horse Power RPM,Transmission,Mixed Fuel Consumption per Km,Fuel Tank Capacity,Acceleration 0 to 100 Km,Max Speed Km per Hour,Fuel Grade (in Octane),Year,Type of Car
Nissan,Ariya,,Electric,160 kW,,Automatic,0.21 kWh,63 kWh,7.6 s,160,,2021,SUV
Nissan,Kicks e-POWER,3.0,Hybrid,95 kW,5600.0,Automatic,4.6 L,41 L,11.1 s,158,91.0,2020,SUV
Nissan,Terra,4.0,Diesel,140 kW,3750.0,Automatic,8.3 L,80 L,11.8 s,180,95.0,2021,SUV
Nissan,Magnite,3.0,Petrol,74 kW,5000.0,Manual,5.6 L,40 L,12.6 s,165,91.0,2020,SUV
Nissan,X-Trail,4.0,Petrol,126 kW,6000.0,Automatic,8.3 L,60 L,10.5 s,188,95.0,2020,SUV
Nissan,Livina,4.0,Petrol,77 kW,6000.0,Automatic,7.2 L,42 L,13.8 s,170,91.0,2020,MPV
Nissan,Serena,4.0,Petrol,110 kW,4400.0,Automatic,7.1 L,60 L,11.3 s,175,95.0,2020,MPV
Peugeot,208,3.0,Turbocharged Gasoline Direct Injection,130,5500.0,8-speed automatic,4.5 L/100 km,44 L,8.7 s,208,95.0,2021,Hatchback
Peugeot,208 Electric,,Battery Electric,136,,1-speed direct drive,,50 kWh,8.1 s,150,,2021,Hatchback
Peugeot,2008,3.0,Turbocharged Gasoline Direct Injection,155,5500.0,8-speed automatic,4.8 L/100 km,44 L,8.9 s,206,95.0,2021,SUV
Peugeot,2008 Electric,,Battery Electric,136,,1-speed direct drive,,50 kWh,8.5 s,150,,2021,SUV
Peugeot,3008,4.0,Turbocharged Gasoline Direct Injection,180,5500.0,8-speed automatic,5.2 L/100 km,53 L,8.9 s,224,95.0,2021,SUV
Peugeot,3008 Hybrid,4.0,Turbocharged Gasoline Direct Injection,300,6000.0,8-speed automatic,1.3 L/100 km,43 L,5.9 s,235,95.0,2021,SUV
Renault,Clio Hybrid,4.0,Gasoline Direct Injection,140,6000.0,Continuously Variable Transmission,4.3 L/100 km,39 L,9.9 s,180,95.0,2021,Hatchback
Renault,Captur Hybrid,4.0,Gasoline Direct Injection,160,6000.0,Continuously Variable Transmission,1.5 L/100 km,39 L,10.1 s,173,95.0,2021,SUV
Renault,Zoe,,Battery Electric,135,,1-speed direct drive,,52 kWh,9.5 s,140,,2021,Hatchback
Subaru,BRZ,4.0,Direct Injection,232.0,7000.0,6-speed manual,8.3 L/100 km,50 L,6.3 s,226.0,95.0,2021,Coupe
Subaru,Impreza,4.0,Gasoline Direct Injection,152.0,6000.0,Continuously Variable Transmission,7.5 L/100 km,50 L,9.4 s,200.0,87.0,2021,Sedan
Subaru,Legacy,4.0,Turbocharged Gasoline Direct Injection,260.0,5600.0,Continuously Variable Transmission,9.1 L/100 km,60 L,6.3 s,240.0,91.0,2021,Sedan
Subaru,Outback,4.0,Turbocharged Gasoline Direct Injection,260.0,5600.0,Continuously Variable Transmission,9.1 L/100 km,60 L,6.1 s,240.0,91.0,2021,SUV
Subaru,Forester,4.0,Gasoline Direct Injection,182.0,5800.0,Continuously Variable Transmission,8.4 L/100 km,63 L,9.3 s,188.0,87.0,2021,SUV
Subaru,Solterra,,Battery Electric,,,,,,,,,2022,SUV
Suzuki,Across,4,Gasoline Direct Injection,306,6000,Continuously Variable Transmission,1.3 L/100 km,50 L,6 s,180,95,2021,SUV
Suzuki,Ignis,4,Dual Variable Valve Timing-intelligent,90,6000,5-speed manual,4.7 L/100 km,32 L,11.9 s,170,91,2021,Hatchback
Suzuki,Swift,4,Dual Variable Valve Timing-intelligent,111,5500,6-speed manual,4.6 L/100 km,37 L,10.6 s,195,95,2021,Hatchback
Suzuki,S-Cross,4,Turbocharged Gasoline Direct Injection,140,5500,6-speed manual,5.4 L/100 km,47 L,9.5 s,200,95,2021,SUV
Suzuki,Swace,4,Gasoline Direct Injection,122,5200,Continuously Variable Transmission,4.5 L/100 km,43 L,11.1 s,180,95,2021,Estate
Suzuki,Jimny,4,Dual Variable Valve Timing-intelligent,102,6000,5-speed manual,6.8 L/100 km,40 L,13.5 s,145,95,2021,SUV
Suzuki,Vitara,4,Turbocharged Gasoline Direct Injection,140,5500,6-speed manual,5.7 L/100 km,47 L,9.5 s,200,95,2021,SUV
Suzuki,Celerio,3,Dual Variable Valve Timing-intelligent,68,6000,5-speed manual,4.3 L/100 km,35 L,13.5 s,155,91,2021,Hatchback
Suzuki,Baleno,4,Dual Variable Valve Timing-intelligent,111,5500,5-speed manual,4.2 L/100 km,37 L,11.4 s,200,95,2021,Hatchback
Suzuki,Wagon R,3,Turbocharged Gasoline Direct Injection,64,6400,Continuously Variable Transmission,4.5 L/100 km,30 L,13.5 s,140,91,2021,Hatchback
Suzuki,Spacia,3,Turbocharged Gasoline Direct Injection,64,6400,Continuously Variable Transmission,4.5 L/100 km,30 L,13.5 s,140,91,2021,MPV
Tata,Nexon EV,,Battery Electric,129,,1-speed direct drive,,30.2 kWh,9.9 s,120,,2020,SUV
Tata,Tigor EV,,Battery Electric,41,,1-speed direct drive,,21.5 kWh,12 s,80,,2019,Sedan
Toyota,Avalon,6.0,Gasoline Direct Injection,301.0,6600.0,8-speed automatic,9.4 L/100 km,60 L,6.1 s,210,87.0,2021,Sedan
Toyota,Camry,4.0,Gasoline Direct Injection,203.0,6600.0,8-speed automatic,7.1 L/100 km,60 L,8.3 s,210,87.0,2021,Sedan
Toyota,Century,8.0,Gasoline Direct Injection,375.0,5200.0,8-speed automatic,13.6 L/100 km,82 L,7.8 s,220,95.0,2021,Sedan
Toyota,Corolla,4.0,Gasoline Direct Injection,169.0,6600.0,Continuously Variable Transmission,6.7 L/100 km,50 L,9.2 s,200,87.0,2021,Sedan
Toyota,Mirai,,Fuel Cell,182.0,,1-speed direct drive,,5.6 kg,9.2 s,175,,2021,Sedan
Toyota,Prius,4.0,Gasoline Direct Injection,121.0,5200.0,Continuously Variable Transmission,4.4 L/100 km,43 L,10.6 s,180,87.0,2021,Hatchback
Toyota,Vios,4.0,Dual Variable Valve Timing-intelligent,106.0,6000.0,Continuously Variable Transmission,5.8 L/100 km,42 L,12.9 s,170,91.0,2021,Sedan
Toyota,Yaris,3.0,Dual Variable Valve Timing-intelligent,92.0,6000.0,6-speed manual,5.1 L/100 km,36 L,11.2 s,175,91.0,2021,Hatchback
Toyota,Agya,3.0,Dual Variable Valve Timing-intelligent,66.0,6000.0,4-speed automatic,5.4 L/100 km,33 L,14.6 s,165,91.0,2021,Hatchback
Toyota,Aqua,4.0,Gasoline Direct Injection,91.0,4800.0,Continuously Variable Transmission,2.9 L/100 km,36 L,9.6 s,165,87.0,2021,Hatchback
Toyota,RAV4,4.0,Gasoline Direct Injection,203.0,6600.0,8-speed automatic,8.3 L/100 km,55 L,8.4 s,200,87.0,2021,SUV
Toyota,C-HR,4.0,Gasoline Direct Injection,144.0,6100.0,Continuously Variable Transmission,6.8 L/100 km,50 L,11 s,185,87.0,2021,SUV
Toyota,Highlander,6.0,Gasoline Direct Injection,295.0,6600.0,8-speed automatic,10.5 L/100 km,68 L,7.2 s,180,87.0,2021,SUV
Toyota,Land Cruiser,8.0,Turbocharged Diesel,201.0,3600.0,6-speed automatic,9.5 L/100 km,93 L,10.4 s,175,95.0,2021,SUV
Toyota,Proace,4.0,Turbocharged Diesel,120.0,3500.0,6-speed manual,5.1 L/100 km,69 L,12.8 s,170,95.0,2021,Van
Toyota,Hilux,4.0,Turbocharged Diesel,201.0,3400.0,6-speed automatic,7.8 L/100 km,80 L,10 s,175,95.0,2021,Pickup
Toyota,86,4.0,Direct Injection,232.0,7000.0,6-speed manual,8.3 L/100 km,50 L,6.3 s,226,95.0,2021,Coupe
Toyota,Fortuner,4.0,Turbocharged Diesel,150.0,3400.0,6-speed automatic,7.6 L/100 km,80 L,12.9 s,180,95.0,2021,SUV
Toyota,Innova,4.0,Turbocharged Diesel,149.0,3400.0,6-speed automatic,8.1 L/100 km,55 L,11.5 s,170,95.0,2021,MPV
Toyota,Land Cruiser Prado,4.0,Turbocharged Diesel,150.0,3400.0,6-speed automatic,7.9 L/100 km,87 L,12.7 s,175,95.0,2021,SUV
Toyota,Sequoia,8.0,Gasoline Direct Injection,381.0,5600.0,6-speed automatic,16.8 L/100 km,100 L,6.7 s,180,87.0,2021,SUV
Toyota,Sienna,4.0,Gasoline Direct Injection,243.0,5700.0,Continuously Variable Transmission,7.1 L/100 km,69 L,7.9 s,180,87.0,2021,Minivan
Toyota,Tundra,8.0,Gasoline Direct Injection,389.0,5800.0,10-speed automatic,14.3 L/100 km,144 L,6.5 s,180,87.0,2021,Pickup
Toyota,Venza,4.0,Gasoline Direct Injection,219.0,5700.0,Continuously Variable Transmission,6 L/100 km,55 L,7.6 s,180,87.0,2021,SUV
Toyota,Alphard,4.0,Gasoline Direct Injection,178.0,6000.0,Continuously Variable Transmission,8.3 L/100 km,65 L,11.3 s,180,91.0,2021,Minivan
Toyota,Vellfire,4.0,Gasoline Direct Injection,178.0,6000.0,Continuously Variable Transmission,8.3 L/100 km,65 L,11.3 s,180,91.0,2021,Minivan
Toyota,Harrier,4.0,Gasoline Direct Injection,171.0,6600.0,Continuously Variable Transmission,6.5 L/100 km,55 L,9.7 s,180,91.0,2021,SUV
Toyota,Granvia,4.0,Turbocharged Diesel,130.0,3400.0,6-speed automatic,8 L/100 km,70 L,12.6 s,175,95.0,2021,Van
Toyota,C+pod,,Battery Electric,12.5,,1-speed direct drive,,9 kWh,16.4 s,60,,2021,Microcar
Volkswagen,Golf,4.0,Turbocharged Gasoline Direct Injection,224,5000.0,7-speed dual clutch,6.2 L/100 km,50 L,6.2 s,250,95.0,2021,Hatchback
Volkswagen,Golf Hybrid,4.0,Turbocharged Gasoline Direct Injection,224,5000.0,8-speed dual clutch,1.9 L/100 km,36 L,6.7 s,235,95.0,2021,Hatchback
Volkswagen,ID.3,,Battery Electric,204,,1-speed direct drive,,58 kWh,7.3 s,160,,2021,Hatchback
Volkswagen,ID.4,,Battery Electric,204,,1-speed direct drive,,77 kWh,8.5 s,160,,2021,SUV
Volvo,C40,,Battery Electric,408,,1-speed direct drive,,78 kWh,4.9 s,180,,2021,SUV
Volvo,EX30,,Battery Electric,292,,1-speed direct drive,,90 kWh,5.6 s,210,,2021,SUV
Volvo,EX90,,Battery Electric,385,,1-speed direct drive,,107.8 kWh,4.3 s,210,,2021,SUV
Volvo,V60,4.0,Turbocharged Gasoline Direct Injection,340,6000.0,8-speed automatic,2.1 L/100 km,60 L,5.4 s,250,95.0,2021,Estate
Wuling,Almaz,4.0,Turbocharged Gasoline Direct Injection,140,5500.0,Continuously Variable Transmission,8 L/100 km,48 L,10.5 s,180,95.0,2021,SUV
Wuling,Almaz RS,4.0,Turbocharged Gasoline Direct Injection,140,5500.0,Continuously Variable Transmission,8 L/100 km,48 L,10.5 s,180,95.0,2021,SUV
Wuling,Alvez,4.0,Turbocharged Gasoline Direct Injection,150,5500.0,Continuously Variable Transmission,7.6 L/100 km,63 L,9.6 s,190,95.0,2021,SUV
Wuling,BinguoEV,,Battery Electric,105,,1-speed direct drive,,26.8 kWh,9.9 s,130,,2021,Hatchback
Wuling,Air EV,,Battery Electric,147,,1-speed direct drive,,33.9 kWh,9.9 s,150,,2021,Hatchback
Wuling,Formo,4.0,Multi Point Injection,77,5600.0,5-speed manual,7.5 L/100 km,43 L,15.5 s,140,91.0,2021,Van
Wuling,Confero,4.0,Multi Point Injection,107,5800.0,5-speed manual,8.5 L/100 km,36 L,14.8 s,160,91.0,2021,MPV
Wuling,Cortez,4.0,Turbocharged Gasoline Direct Injection,140,5500.0,6-speed manual,8.5 L/100 km,42 L,10.8 s,180,95.0,2021,MPV
Wuling,Hong Guang MINI EV,,Battery Electric,27,,1-speed direct drive,,9.2 kWh,19.5 s,100,,2021,Hatchback
Wuling,Hong Guang MINI EV Cabrio,,Battery Electric,27,,1-speed direct drive,,9.2 kWh,19.5 s,100,,2021,Hatchback
Wuling,Macaron,4.0,Turbocharged Gasoline Direct Injection,105,5200.0,6-speed manual,5.9 L/100 km,40 L,11.8 s,170,95.0,2021,Hatchback
Wuling,Gameboy,4.0,Turbocharged Gasoline Direct Injection,105,5200.0,6-speed manual,5.9 L/100 km,40 L,11.8 s,170,95.0,2021,Hatchback
